bathrooms,bedrooms,desc,living_rooms,postcode,price,property_type,town_city
3,4,"A spacious lateral apartment (approx 1,800 sq ft) situated on the second floor (via lift) of this small portered building located in the heart of Belgravia. Accommodation comprises: Four ...",1,SW1X,"7,930",flat,London
3,3,"100% Ready For LivingFully furnished: Beds and bedding, linen, cutlery, towels, wifi…All inclusive: From bills to a weekly cleanStay-to-the-day – no fixed contractsEnd-To-End ServiceDedicated ...",1,NW3,"7,925",town house,London
2,2,"100% Ready For LivingFully furnished: Beds and bedding, linen, cutlery, towels, wifi…All inclusive: From bills to a weekly cleanStay-to-the-day – no fixed contractsEnd-To-End ServiceDedicated ...",1,SE1,"7,914",flat,London
2,2,"Short let. This simply stunning newly built 2 bedroom apartment offers beautiful interiors and further benefits from concierge services, gymnasium, cinema room, sauna and swimming pool. ...",,W2,"7,909",flat,London
2,3,Parking included - available now! Breathtaking three double bedroom property in the sought after One Blackfriars. Set on the 12th floor with panoramic views over London. Wraparound winter ...,,SE1,"7,900",flat,London
3,3,Lon-554944 Homelike is an online booking platform for furnished apartments for short to long stays. All bills and utilities are included in the monthly price Viewings are not available for ...,1,W2,"7,897",flat,London
4,3,"This large, three double bedroom ground floor apartment has been fully refurbished to the highest quality with the living space featuring a number of classic, period features as well as ...",1,W8,"7,887",flat,London
4,4,"Newly refurbished, 4 Bedroom / 4 Bathroom Duplex Apartment with Prvate Garden in Kensignton. Approximately 1505 Sq Ft / 140 Sq M. Situated on the lower and ground floor of a Newly ...",,W8,"7,887",flat,London
1,1,"This luxurious apartment has high, wood-beamed ceilings and a large balcony with stunning views over Bushy Park. Craven House is the most ideal location for both business and leisure ...",1,KT8,"7,887",flat,East
1,1,Craven House is the most ideal location for both business and leisure travellers. Situated right next to the historic Hampton Court Palace it has stunning views over Bushy Park and offers a ...,1,KT8,"7,887",flat,East
3,3,"A Spacious three bedroom lateral apartment circa1,700 sqft. Finished to a high standard throughout with high ceilings, the apartment benefits from a large reception room, spacious kitchen, 3 ...",,W1J,"7,999",flat,London
3,3,"Luxurious three bed apartment to let in the most iconic new development in London, One Blackfriars. This outstanding apartment consists of a spacious reception area, offering amazing views of ...",1,SE1,"8,000",flat,London
8,8,"Property Description A 19th Century Georgian Lodge, completely refurbished to create 8 large en-suite Suites beautifully decorated and furnished with modern facilities and features such as beautifully carved ceilings, wide stair cases, mosaic flooring ...",1,SL3,"8,000",detached house,Langley
3,4,"Full covid refund cancellation policy - call now for details Sleeps 7 to 8- 4 miles from Royal St Georges - Double Garage & Parking - Contemporary styled home - Sky Sports TV, Wi-Fi & BBQ. ...",,CT3,"8,000",barn conversion,Kent.
4,5,A most attractive period house in the hamlet of Newington (approximately 6 miles from junction 7 of M40) offered on a fully furnished basis for a short term tenancy. Situated in the Newington ...,3,OX10,"8,000",property,Wallingford
4,7,"Available immediately. Babylon House is a beautifully presented seven bedroom, four bathroom, three reception detached family residence approaching 3500 sq ft situated on the areas' premier ...",3,EN4,"7,999",detached house,Hertfordshire
4,5,"Property description A beautifully presented five bedroom apartment located in the prestigious period mansion, Cedar House, in the heart of Kensington. This first floor lateral apartment has ...",3,W8,"7,999",flat,London
3,4,"A newly refurbished four double bedroom, lateral apartment over looking Kensington Gardens with wooden floors throughout, plentiful fitted storage and a designated secure underground car ...",2,SW7,"8,000",flat,London
2,3,"An immaculately presented and modernised upper floor apartment occupying the fourth floor (with lift) offering an abundance of living and entertaining space. Featuring three double bedrooms, two bathrooms (one en-suite), smart contemporary ...",1,SW3,"8,000",flat,London
3,6,"A six bedroom family home is available to rent through Knight Frank, St John's Wood. Benefiting from a front and rear garden the property comprises master bedroom with en suite bathroom, five ...",2,NW8,"7,999",semi-detached house,London
3,3,"A new Penthouse Apartment with large south facing terrace in this outstanding development built by Millgate Homes, designed with a peerless level of specification and truly spacious ...",2,KT11,"8,000",flat,Surrey
6,7,"Available on A short term basis for six MONTHSAn imposing, six bedroom detached family home located on an elevated position affording stunning views across Clare Hill golf course. This elegant property is located within one the most sought after ...",4,KT10,"8,000",detached house,Esher
3,5,"A well presented and spacious five bedroom maisonette which has been finished to a high standard. Offering five bedrooms, three bathrooms, eat in kitchen and separate reception room and a private balcony. Arranged over three floors (first, second and ...",1,SW3,"7,995",flat,London
3,5,"A Fabulous 2060 sq ft Triplex apartment Occupying the 1st, 2nd, & top floors of a period red brick building in this lovely Chelsea street 10 mins from Sloane Square. First floor 20x17 Drawing Room with bay window, fireplace and wooden floors, step ...",2,SW3,"7,995",maisonette,London
3,3,"Home Fullstop offers a fantastic opportunity to rent a unique, three bedroom property in Parkside with views overlooking Hyde Park. It is completely renovated to an excellent standard with an ...",1,SW1X,"7,995",flat,London
2,3,"The o'Sullivan team is pleased to present this beautiful upper maisonette flat on Blomfield road, with its own independent entrance. The flat was refurbished just over a year ago and boasts high ceilings and lovely views of the canal. The flat is ...",,W9,"7,995",flat,London
3,4,"This newly refurbished, architecturally designed 4 bedroom split level apartment has been finished to a high standard with numerous design features that create a unique and special home. All four bedrooms are good sized doubles with ample built in ...",1,NW3,"7,995",flat,London
2,3,"Arranged over approximately 1,627sqft. Is this immaculately presented three bedroom, two bathroom apartment located on the first and second floor of this imposing White Stucco fronted house ...",2,W9,"7,995",maisonette,London
2,5,"Introducing to the market a modern 5 bedroom, City Centre apartment, located on Leazes Park Road, NE1 Large open plan lounge and kitchen with a range of appliances, 2 tiled bathrooms with ...",1,NE1,"7,982",flat,Newcastle
2,2,"Located on the Ground Floor, this two bedroom apartment has a contemporary, sophisticated feel and offers tenants the finest in materials and finishes. The apartment compromises of two ...",1,W1J,"7,973",flat,London
3,3,"A beautiful three bedroom split level Penthouse with a lift in the building, renovated to a high standard throughout with a private roof terrace, a stone's throw away from Hyde Park.Queens ...",1,SW7,"8,017",flat,London
4,4,"Arranged over three floors and set within a private, luxury, gated residential complex, is this modern, contemporary designed 4 bedroom townhouse, located close to the American School. This home offers approximately1,770 sq ft/164 sq m of ...",2,NW8,"8,017",property,London
3,4,"A beautifully presented 4 bedroom house within a gated development with 24 hour porterage. The house includes a private garden, is spacious, filled with natural light and has been interior ...",2,NW8,"8,017",town house,London
2,3,"A fantastic, newly developed 3 bedroom second floor lateral apartment to rent in Hempel Gardens, Hyde Park W2. Set in a beautiful white Stucco building the property benefits from porter, lift ...",1,W2,"8,017",flat,London
3,4,A beautifully presented four bedroom split-level penthouse located in one of London's most sought after warehouse conversion. The apartment is the former show home of this prestigious ...,1,E1W,"8,017",flat,London
4,4,"A spacious four double bedroom, four bathroom apartment with many bespoke features and contemporary design.North Row is only a street away from the green spaces of Hyde Park and a plethora of ...",2,W1K,"8,017",flat,London
3,4,"A contemporary 4 bedroom apartment in Arcadian House, Fulham, SW6, available to let through Knight Frank Battersea & Riverside. Located on the 3rd floor (with lift) and offering 1,854 sq ft ...",1,SW6,"8,017",flat,London
4,4,"O.I.G Real Estate are delighted to market this four bedroom, four bathroom apartment. The property benefits from ample storage space, spacious reception room, passenger lift & concierge. ...",1,NW8,"8,017",flat,London
2,5,"A pretty semi detached house offering excellent lateral space in excess of 2,100 sq ft in very good decorative order throughout available to let on an unfurnished basis.",3,"London,","8,017",semi-detached house,"London,"
2,2,"This brand newly refurbished two bedroom penthouse is located on the top floor of Stanford House - a secure and beautiful period building on Floral Street, with private lift access. Floral ...",2,WC2E,"8,017",property,London
3,4,"An attractive Period house, boasting a contemporary interior and offering bright and flexible accommodation over four floors. The property offers a cohesive modern style throughout and ...",2,NW3,"8,017",property,London
2,3,"Stunning three bedroom, two bathroom apartment in the heart of Gloucester road to rent for a minimum term of six months. The apartment is presented on a furnished basis however, is also ...",1,SW7,"8,017",flat -,London
2,2,"This is a gorgeous maisonette in a period building with a lovely garden. The property has high ceilings, period features, 2 double bedrooms, 2 bathrooms and a well-appointed, eat-in kitchen. ...",1,SW1X,,flat,London
2,2,*video tour available*.Short Let. A lovely 2 bedroom ground floor apartment situated in the heart of Hampstead Village which has been refurbished to the highest of standards set in this ...,1,NW3,"8,017",flat,London
3,3,"A contemporary three bedroom, three bathroom apartment on the third floor with lifts Location Despite being so close to Central London, St John’s Wood has retained a peaceful and village like ...",1,NW8,"8,017",flat,London
3,5,"Enviably situated on a residential street nestled in heart of Pimlico, this interior designed property has been finished to exacting detail. This exceptionally presented townhouse is arranged ...",2,SW1V,"8,017",terraced house -,London
3,3,This is a superb three bedroom Mews house which has been recently and extensively refurbished by the owner to a high standard and specification including air conditioning. Arranged over four ...,2,SW7,"8,017",terraced house,London
2,3,"100% Ready For LivingFully furnished: Beds and bedding, linen, cutlery, towels, wifi…All inclusive: From bills to a weekly cleanStay-to-the-day – no fixed contractsEnd-To-End ServiceDedicated ...",1,SW1V,"8,009",town house,London
2,2,"This beautiful two bedroom apartment is situated in a private building with a lift in the sought after Curzon Street, Mayfair. The apartment comprises two luxury bathrooms, a separate living ...",1,W1J,"8,000",duplex,London
2,3,"Short let. Set over 3 beautifully presented floors this stunning 3 bedroom end-of-terrace House boasts a gorgeous main bedroom with open plan wet-room, a superb open plan living space with ...",1,E6,"8,000",end terrace house,London
2,2,"Short let. Offering superb living space with two fantastic double bedrooms (both with en suite facilities), this beautiful duplex apartment also enjoys a secluded garden. Sloane Terrace is an ...",1,SW1X,"8,017",maisonette,London
3,4,A beautifully presented four bedroom split-level penthouse located in one of London's most sought after warehouse conversion. The apartment is the former show home of this prestigious ...,1,E1W,"8,017",flat,London
2,3,"A beautifully presented three bedroom flat to rent in Rose Square, South Kensington. Located on the first floor (with lift access), the apartment is immaculately presented, light and spacious ...",2,SW3,"8,017",flat,London
3,3,Short let: John D Wood & Co. South Kensington Lettings are delighted to offer to rent a very well presented and spacious three bedroomed apartment in the beautiful Queen's Gate Gardens in the ...,1,SW7,"8,017",property,London
3,3,"A beautifully presented and recently redecorated three double bedroom property. Description A stunning first floor apartment with high ceilings, three double bedrooms, three bathrooms, guest ...",1,WC2R,"8,017",flat,London
2,2,A superb two/three bedroom Mews house which has been extensively refurbished to a high specification including air conditioning. The property benefits from a family room and shower room on ...,1,SW7,"8,017",mews house,London
3,3,"Oliver James are pleased to offer a stunning completely refurbished apartment designed to a very high standard, situated in a well maintained period conversion (with lift). The apartment ...",1,NW3,"8,017",flat,London
2,2,"A spectacular 2 bedroom, 2 bathroom apartment (1,415 sqft) with osp located on the garden floor of a luxury development in the heart of Hampstead. The property has comfort cooling and offers ...",1,NW3,"8,017",flat,London
2,2,"A beautiful two bedroom apartment on this stunning luxury new development with the benefit of off street parking and access to a beautifully maintained communal gardens. The spacious property features two bedrooms, two bathrooms (one en suite), guest ...",1,NW3,"8,017",flat,London
3,3,Exclusive development with communal garden and lift - Deluxe standard throughout - Air conditioning - Wood and ceramic floors - Large reception room - Modern kitchen/diner - Located on prime ...,1,NW3,"8,017",flat,London
2,3,An excellent three bedroom mews house benefitting from a roof terrace and air-conditioning. This property is provided unfurnished and available immediately.,1,SW7,"8,017",detached house,London
2,2,**short let**A beautifully refurbished and impeccably styled two bedroom apartment to let. Located in the heart of Hampstead Village and within walking distance of both Hampstead tube station ...,1,NW3,"8,017",flat,London
2,2,"Short let. Situated in the heart of Hampstead Village, this stunning 2 bedroom ground floor flat boasts a private entrance, stylish décor and an en suite main bedroom. Situated in the heart ...",1,NW3,"8,017",flat,London
2,2,"This new landmark building of extraordinary proportions and luxurious aesthetics, benefits from 24 hour concierge and an underground car park. Inside, meticulous attention to detail features the highest spec finishes, in a warm and contemporary style. ...",1,W1K,"8,017",flat,London
1,2,Short let. A beautifully presented two bedroom apartment to let. Situated in the heart of Hampstead and within a short walk of Hampstead tube and the local amenities of Hampstead Village. ...,1,NW3,"8,017",flat,London
3,4,A fantastic four bedroom lateral apartment located on the third floor (with lift) of this white stucco fronted Victorian building located on Queen's Gate in the heart of South Kensington. The ...,,SW7,"8,017",flat,London
4,4,A remarkable four bedroom apartment within this portered development overlooking Regents Park. This newly refurbished property is set on the fifth floor and offers an incredible amount of ...,1,NW8,"8,017",flat,London
4,4,"Arranged over three floors and set within a private, luxury, gated residential complex, is this modern, contemporary designed 4 bedroom townhouse, located close to the American School. This home offers approximately1,770 sq ft/164 sq m of ...",2,NW8,"8,017",property,London
3,4,"Four-bedroom townhouse in St John's Wood UK Sotheby's International is proud to present this four-bedroom townhouse set within a private, luxury, gated residential complex. Set over three ...",3,NW8,"8,017",property,London
3,4,A spacious and secure modern townhouse set in this popular development. The property has the unique benefit of uniformed porters yet with the independence of having your own house rather than ...,1,NW8,"8,017",semi-detached house,London
4,4,"A Beautiful high spec and newly refurbished 4 Bedroom property in St Johns Wood. Property includes a private garden, balcony and veranda.",1,NW8,"8,017",flat,London
2,2,"A stunning two bedroom two bathroom apartment (approx. 1,415 sq ft) with balcony situated on the ground floor of this fantastic brand new development offering modern luxurious living space ...",,NW3,"8,017",flat,London
3,3,"Forming part of a magnificent mansion, is this sensational, newly refurbished, 3 double bedroom, 3 bathroom, garden level apartment that has been sumptuously appointed with only the finest ...",1,NW3,"8,017",flat,London
2,3,A fantastic newly refurbished house arranged over three floors and with its own private entrance set on one of Belgravia's finest addresses. Location Chester Square is regarded as one of ...,1,SW1W,"8,017",property,London
3,3,"Located on the third floor (with lift) of a luxury converted period house, a superb three bedroom flat, close to Hampstead High Street (0.2 miles). This spacious 1,430 sq ft/1132.9 sq m ...",1,NW3,"8,017",flat,London
4,5,A contemporary semi detached three storey town house benefitting from off street parking and a delightful mature south facing garden. The five bedroom home is well situated for the amenities ...,1,NW8,"8,017",property,London
1,2,*video tour available*. Short Let. An immaculate 2 bedroom 1st floor apartment with its own entrance benefiting from wood floors and a beautiful decked terrace situated in this excellent ...,1,NW3,"8,017",flat,London
2,3,***zdg Considered*** Reeds Rains are proud to market this luxurious three bedroom and two bathroom flat situated on the ground floor of this beautiful riverside development in Hammersmith. ...,1,W6,"8,016",flat -,London
2,3,A luxurious three bedroom and two bathroom flat situated on the ground floor of this beautiful riverside development in Hammersmith. The property comprises spacious reception room with a ...,1,W6,"8,017",flat,London
2,2,"A stunning and newly refurbished two double bedroom, two bathroom 2nd floor apartment finished to the highest standard with direct lift access in this sought after location in South ...",1,SW7,"8,017",flat,London
3,5,"This exceptional family house located in Parsons Green benefits from a double reception, eat-in kitchen, private garden, 5 bedrooms, 3 bathrooms. Also boasting wooden floors, high-spec ...",2,SW6,,terraced house,London
4,4,"We are pleased to offer this stunning newly refurbished split level 4 bedroom apartment located in Fitzjohns Avenue. This newly refurbished, spacious apartment spanning over 1700 sq ft ...",1,NW3,"8,017",flat,London
2,3,A luxurious three bedroom and two bathroom flat situated on the ground floor of this beautiful riverside development in Hammersmith. The property comprises spacious reception room with a ...,1,W6,"8,017",flat,London
4,4,"Interior Designed, Newly Refurbished 4 Bedroom House in St. John's Wood, Located In A 24h Portered Building With Parking. This Modernised Home Spans 1,876 Sq Ft / 175 Sq Meters. Benefiting ...",,NW8,"8,017",town house,London
3,3,"Newly Refurbished Three Double Bedrooms, Three Bathrooms, Plus Conservatory Penthouse - Located in St. John's Wood. Spanning 1,560 Sq Ft (144.9 Sq Meters) Comprising Three Double All With ...",,NW8,"8,017",flat,London
2,1,We are delighted to offer a unique and excellently decorated one-bedroom apartment in the glamorous borough of Kensington and Chelsea. It is conveniently located near Sloane Square tube ...,2,SW3,"8,017",flat,London
3,3,"An exceptionally spacious and newly redecorated apartment on the third floor, with lift and day porter, located opposite to Kensington Park, overlooking Kensington Palace, minutes walk from ...",1,"London,","8,017",flat,"London,"
3,3,***no tenant admin fees*** A large charming and full of character three bedroom three bathroom apartment set within a period building in the heart of South Kensington with access to the ...,1,SW7,"8,017",flat,London
3,3,"A simply stunning 14th floor, double aspect riverside apartment in Merano Residences. This apartment boasts an expansive reception room and separate dining room, state-of-the-art kitchen ...",2,SE1,"8,017",flat,London
3,4,"Newly built three bedroom, two bathroom house in St Johns Wood, combining elegance and style with all the modern features needed for luxurious living. Three double bedrooms, the master having ...",,NW8,"8,017",town house,London
3,3,"An exceptional interior designed 1,448 Sq Ft three double-bedroom, three bathroom penthouse with a extensive tri-corner terrace encasing the Penthouse located in Thornes House, part of The ...",1,SW11,"8,038",flat,London
4,4,A newly redecorated four/five-bedroom apartment located in a prestigious mansion building offering fabulous views over Regents Park. This fifth-floor apartment is set over 2386 sq ft and ...,1,NW8,"8,017",flat,London
,3,"A large and modern apartment completely refurbished to a very high standard available in this brand-new development of seven flats, offering a spacious reception room, separate fully fitted ...",,NW3,"8,017",flat,London
3,3,"A very popular listing, this high specification 3rd floor, 3 bed, 3 bath, 1430 sq.ft apartment does not disappoint. The apartment is part of a refurbished period building which has been ...",,NW3,"8,017",flat,London
3,3,"This magnificent, high spec modern living apartment sits on the lower ground floor of this well maintain, portered and gated block with parking. The property benefits from a large reception ...",1,NW3,"8,017",flat,London
3,3,"Hanover are delighted to present this newly refurbished three bedroom, three bathroom apartment in this grand period property. The apartment benefits from many period features including high ceilings, storage, London views & the use of communal ...",1,NW3,"8,017",flat,London
2,3,"A very stylish and recently refurbished and spacious 3 bedroom 2 bathroom apartment (1,430 Sq ft) situated within a very well maintained character building in the heart of Hampstead on ...",,NW3,"8,017",flat,London
2,3,A superb apartment situated on the third floor of this impressive period conversion. Situated in the heart of Hampstead and close to the Heath and High Street this property is offered in ...,1,NW3,"8,017",flat,London
4,4,A newly redecorated four/five-bedroom apartment located in a prestigious mansion building offering fabulous views over Regents Park. This fifth-floor apartment is set over 2386 sq ft and ...,1,NW8,"8,017",flat,London
3,3,"A substantial three bedroom apartment of approx 1,153 sq ft set on the third floor of this period conversion in Hampstead. The property offers spacious contemporary accommodation while ...",,NW3,"8,017",flat,London
4,4,A newly redecorated four/five-bedroom apartment located in a prestigious mansion building offering fabulous views over Regents Park. This fifth-floor apartment is set over 2386 sq ft and ...,,NW8,"8,017",flat,London
4,4,The apartment boasts a master bedroom with en suite dressing area and bathroom suite along with a 16ft fitted kitchen and a double volume reception room. The apartment offers easy access to ...,2,NW8,"8,017",flat,London
,3,"Rarely available high spec flat in hampstead3 bed | 3 bath | portered block / gated parkingavailable Tuesday 24th March for £1,850 pw",,NW3,"8,017",flat,London
2,3,Luxurious 3 double bedroom apartment - Lower ground floor in converted period mansion - Secure parking and communal landscaped garden - Completed to the finest standard throughout - Lighting ...,1,NW3,"8,017",flat,London
3,4,"Property Description A stunning newly built three bedroom townhouse with a bespoke interior design, private entrance and garden. The property is set in a private gated development with 24 hour porterage and parking available to rent under separate ...",1,"NW8,","8,017",town house,London
4,4,Bright and airy four bedroom apartment located in a prestigious mansion building offering fabulous views over Regents Park. This outstanding flat is set over 2386 sq ft and located directly ...,2,NW8,"8,017",flat,London
1,2,A stunning interior designed apartment on the lower ground floor of a period conversion with direct access onto a private garden and with the benefit of a garage. The property is located in ...,,W9,"8,017",flat,London
4,4,Hanover are delighted to bring to market this newly refurbished sixth-floor penthouse apartment located in a prestigious mansion building offering views over Regents Park. The apartment ...,1,NW8,"8,017",flat,London
2,2,"Short let - A stunning two bedroom, two bathroom apartment, fully refurbished to a very high specification within this beautiful Period building in South Kensington. Incorporating top of the ...",1,SW7,"8,017",flat,London
,3,A modern 3 bedroom apartment on the 8th floor of this landmark building which is located opposite Baker Station station and a short stroll to Marylebone station and benefits from a private ...,,NW1,"8,017",flat,London
3,4,"100% Ready For LivingFully furnished: Beds and bedding, linen, cutlery, towels, wifi…All inclusive: From bills to a weekly cleanStay-to-the-day – no fixed contractsEnd-To-End ServiceDedicated ...",1,SW11,"8,101",town house,London
19,17,"Property Reference: 1014991. A well located and attractive detached care home (C2 use) premises of approximately 4,967 sq ft with further potential. Vacant. X17 One bedroom units with ...",,CT10,"8,083",detached house,Broadstairs
2,2,"Vailable for stays of 90 days or more, our long-let apartments comprise of two bedrooms and two bathrooms. All contain bright, spacious living spaces, as well as a fully-fitted modern kitchen ...",,W9,"8,060",flat,London
,1,Weekly rates include: All utilities & council tax24-hour telephone concierge Twice-weekly housekeeping service including full linen and towel changeHigh-speed Wi-Fi connectionAccess to a ...,,W9,"8,060",flat,London
2,3,Lon-238839 Homelike is an online booking platform for furnished apartments for short to long stays. All bills and utilities are included in the monthly price Viewings are not available for ...,1,SW5,"8,056",flat,London
2,2,"100% Ready For LivingFully furnished: Beds and bedding, linen, cutlery, towels, wifi…All inclusive: From bills to a weekly cleanStay-to-the-day – no fixed contractsEnd-To-End ServiceDedicated ...",1,SE1,"8,042",town house,London
3,3,"Luxury interior three bedroom apartment (1,448 sq ft) situated in Thornes House, part of The Residence in Nine Elms. This brand new development offers a spacious three bedrooms, master ...",1,SW11,"8,038",flat,London
2,3,Brand new three bedrroom and two bathroom penthouse with terrace Sotheby's International Realty proudly presents a brand new three bedroom two bathroom with a terrace (approx. 1448 sq ft/134 ...,1,SW11,"8,038",flat,London
2,3,"Cbre is delighted to offer a brand new three bedroom penthouse in Thornes House, part of The Residence Development in Nine Elms. This fantastic development in Nine Elms has amazing facilities ...",1,SW11,"8,038",flat,London
2,3,"An exceptional interior designed 1,448 Sq Ft three double-bedroom, three bathroom penthouse with a extensive tri-corner terrace encasing the Penthouse located in Thornes House, part of The ...",1,SW11,"8,038",flat,London
2,3,"Penthouse 3 beds 2 baths flat with massive Terrace!********Many units available******** An exceptional interior designed 1,448 Sq Ft three double-bedroom, three bathroom penthouse with a ...",1,SW11,"8,038",flat,London
3,3,Short let Available to rent in Windsor this three bedroom apartment. A superb serviced penthouse apartment at the popular and exclusive Tevelyan Court. 3 large bedrooms with ensuite ...,1,SL4,"8,038",flat,Berkshire
6,7,"Amazing luxury new 7 bedrooms house in Hammersmith £265pppw including bills (gas, electricity, water, fibre broadband, TV licence, regular cleaner) Ideal for students or young professionals. ...",1,W6,"8,038",property,London
2,3,"An exceptional interior designed 1,448 Sq Ft three double-bedroom, three bathroom penthouse with a extensive tri-corner terrace encasing the Penthouse located in Thornes House, part of The ...",,SW11,"8,038",flat,London
2,2,"100% Ready For LivingFully furnished: Beds and bedding, linen, cutlery, towels, wifi…All inclusive: From bills to a weekly cleanStay-to-the-day – no fixed contractsEnd-To-End ServiceDedicated ...",1,SW6,"8,039",triplex,London
7,7,"Amazing luxury new 7 bedrooms house in Hammersmith is available from September. £275pppw including bills (gas, electricity, water, fibre broadband, TV licence, regular cleaner) Ideal for ...",1,W6,"8,038",property,London
,3,"Willowbridge Estate Agents are pleased to present this exclusive, 1,448 Sq Ft, three double-bedroom, three-bathroom penthouse with a extensive tri-corner terrace encasing the Penthouse ...",,SW11,"8,038",flat,London
3,3,"An exceptional interior designed 1,448 Sq Ft three double-bedroom, three bathroom penthouse with a extensive tri-corner terrace encasing the Penthouse located in Thornes House, part of The ...",1,SW11,"8,038",flat,London
3,3,"Residenza are proud to offer an exceptional interior designed three double-bedroom, three-bathroom penthouse with an extensive tri-corner terrace encasing the Penthouse located in Thornes ...",,SW11,"8,038",flat,London
3,3,"The penthouse is an exceptional interior designed 1,448 Sq Ft three double-bedrooms and three bathrooms. An extensive tri-corner terrace encases the penthouse located in Thornes House, part ...",1,SW11,"8,038",flat,London
1,1,"And the highest quality furniture. The airy reception area provides ample space and hosts a fully-fitted kitchen, complete with washer/dryer, Nespresso coffee machine and everyday crockery ...",1,SW1X,"8,190",duplex,London
1,1,"Ideally located in a well maintained and secured building facing Hyde Park Gardens, this 1 bedroom apartment offers a double bedroom with an en-suite bathroom, a spacious reception room with ...",1,SW7,,flat,London
4,4,"Long let. This truly superb 3 bedroom penthouse offers spacious and bright accommodation, 2 reception rooms, fabulous views across London, off-street parking and 24-hour concierge. The ...",2,SW7,"8,190",flat -,London
1,2,Monarch House is conveniently located on Kensington High Street just across the street from Holland Park and within 7mn walk of High Street Kensington station or 10mn to Earls Court tube ...,1,W8,POA,flat,London
2,3,"A luxurious three double-bedroom, two-bathroom top floor Apartment, situated on the 10th floor of this prestigious Manhattan Style building with far reaching overs across London. The ...",1,SW11,"8,168",flat,London
2,2,"100% Ready For LivingFully furnished: Beds and bedding, linen, cutlery, towels, wifi…All inclusive: From bills to a weekly cleanStay-to-the-day – no fixed contractsEnd-To-End ServiceDedicated ...",1,SW1X,"8,158",flat,London
2,3,"An amazing first floor recently refurbished three double bedroom apartment. This property has been finished to the highest standard and benefits from porter, lift and ac. The property ...",1,W1W,"8,147",flat,London
2,3,Zero deposit available - Finished to high standards throughout is this well proportioned bright apartment in the heart of Marylebone Village ideally located close to amenities and moments ...,1,W1W,"8,147",flat,London
2,3,A stunning three bedroom apartment in a popular luxury portered block in Marylebone located close to the shops and restaurants of the High Street and just a five minute walk from Oxford ...,1,W1W,"8,147",flat,London
2,3,"An stunning first floor recently refurbished three double bedroom apartment. This property has been finished to the highest standard and benefits from porter, lift and ac. The property ...",1,W1W,"8,147",flat,London
2,3,"Bills included - A simply breath taking three double bedroom, first floor apartment in a portered building just a short walk from Regents Park, This property has been finished to the highest ...",1,W1W,"8,147",flat -,London
2,3,"First floor recently refurbished three double bedroom apartment benefits from concierge service, lift and south facing balcony. The property comprises of master bedroom with en-suite shower ...",1,W1W,"8,147",flat -,London
2,3,"An amazing first floor brand new refurbished three double bedroom apartment. This property has been finished to the highest standard and benefits from porter, lift and ac. The property ...",1,W1W,"8,146",flat,London
2,3,"“Owing to our commitment to keep both our colleagues and clients safe during this period of recommended isolation, we have many self-serve viewing options available to you. These include ...",1,W1W,"8,147",flat,London
2,3,This property has been refurbished to the highest standard and benefits from oak wood floors and quality furniture. Available for long term rental. It comprises an open plan kitchen/ ...,1,W1W,"8,147",flat,London
2,2,"100% Ready For LivingFully furnished: Beds and bedding, linen, cutlery, towels, wifi…All inclusive: From bills to a weekly cleanStay-to-the-day – no fixed contractsEnd-To-End ServiceDedicated ...",1,EC1V,"8,140",flat,London
4,4,"Video viewing available. At approximately 172 sq m (1,852 sq ft) this duplex apartment is situated over the fifth and sixth floor of this popular and ideally located block, moments from the ...",1,W2,"8,125",flat,London
3,4,"This Four bedroom Penthouse is situated on the fifteenth floor of this prestigious building which features a concierge service, lift service, and secure underground parking. The stunning ...",1,W2,"8,125",flat,London
4,4,"A modern and recently refurbished, split level four bedroom apartment in a gated and portered building close to Hyde Park and local transport. The property has wooden floors, a private ...",2,W2,"8,125",flat,London
1,1,"100% Ready For LivingFully furnished: Beds and bedding, linen, cutlery, towels, wifi…All inclusive: From bills to a weekly cleanStay-to-the-day – no fixed contractsEnd-To-End ServiceDedicated ...",1,W8,"8,097",flat,London
3,4,"This fourteenth floor apartment has spacious living and entertaining space with a beautiful reception room and a large balcony, offering breath-taking views over London. It also comprises of ...",1,W2,"8,212",flat,London
2,3,"5th floor luxury apartment of over 1,500 sq ft . 3 bedrooms (1 of which can be opened to create a 2nd reception room), 2 bathrooms plus WC, generous reception room and fully fitted kitchen. ...",1,SW1Y,"8,212",flat,London
,3,"Short let 'Strutt & Parker's Knightsbridge lettings team are marketing this newly refurbished flat contained within a luxury block, located in a quiet cul-de-sac off Jermyn Street. The ...",,SW1Y,"8,212",property,London
2,3,"Zero deposit available. Long let. Set within a striking residential development in the heart of St James's, this fabulous 3 bedroom apartment offers beautifully presented living space with ...",1,SW1Y,"8,212",flat,London
2,1,"Stunning one-bedroom apartment moments from Hyde Park Located directly opposite leafy Hyde Park and steps away from Kensington High Street, this spacious luxury one-bedroom apartment offers ...",1,SW7,"8,212",flat,London
2,3,Large lateral three bedroom apartment superbly located in the heart of St James in a modern block. Finished to a high standard the apartment has been recently refurbished and has a ...,1,SW1Y,"8,212",flat,London
2,2,"100% Ready For LivingFully furnished: Beds and bedding, linen, cutlery, towels, wifi…All inclusive: From bills to a weekly cleanStay-to-the-day – no fixed contractsEnd-To-End ServiceDedicated ...",1,W2,"8,211",flat,London
